史料名,項目番号,題,差出(著述者)・報告者,人物像,人物像２,年,月,日,記述場所,記述番号,記述内容,年,月,日,時刻,記述の性質,被害種別,被害場所,緯度,経度,備考,震度
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,17,錦小路,47,十七日、小四度,1830,8,17,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,18,錦小路,48,十八日、夜に入　大二度,1830,8,18,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,19,錦小路,49,十九日、大一度,1830,8,19,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,20,錦小路,50,廿日、朝六ツ時　大一度,1830,8,20,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,21,錦小路,51,廿一日、小二度中一度,1830,8,21,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,22,錦小路,52,廿二日、小三度,1830,8,22,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,23,錦小路,53,廿三日、小三度　夜八ツ時　大一度,1830,8,23,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,24,錦小路,54,廿四日、小中共夜えかけ　九度,1830,8,24,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,25,錦小路,55,廿五日、小三度,1830,8,25,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,26,錦小路,56,廿六日、小三度,1830,8,26,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,27,錦小路,57,廿七日、小四度,1830,8,27,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,28,錦小路,58,廿八日、小四度,1830,8,28,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,29,錦小路,59,廿九日、小三度此頃中には土蔵直し出来候有、そろそろとかゝる家も有、家のゆがみは妙に直すなり。,1830,8,29,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,8,30,錦小路,60,晦日、小三度　夜七ツ過　大一度,1830,8,30,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,1,錦小路,61,九月朔日、小三度　夜四ツ前　大一度,1830,9,1,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,2,錦小路,62,二日、中一度,1830,9,2,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,3,錦小路,63,三日、小三度,1830,9,3,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,4,錦小路,64,四日、中二度　小一度,1830,9,4,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,5,錦小路,65,五日、中二度,1830,9,5,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,6,錦小路,66,六日、小一度,1830,9,6,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,7,錦小路,67,七日、小二度　夜に大一度,1830,9,7,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,8,錦小路,68,八日、小二度　夜に中二度,1830,9,8,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,9,錦小路,69,九日、小二度,1830,9,9,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,10,錦小路,70,十日、小三度,1830,9,10,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,11,錦小路,71,十一日、小三度　夜に中二度,1830,9,11,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,12,錦小路,72,十二日、小三度,1830,9,12,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,13,錦小路,73,十三日、小三度　夜に中二度,1830,9,13,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,14,錦小路,74,十四日、小二度　夜に大一度,1830,9,14,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,15,錦小路,75,十五日、誠におだやか　小一度,1830,9,15,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,16,錦小路,76,十六日、小一度,1830,9,16,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,17,錦小路,77,十七日、中一度　夜に大一度,1830,9,17,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,18,錦小路,78,十八日、小四度　夜に大二度,1830,9,18,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,19,錦小路,79,十九日、中一度　小三度,1830,9,19,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,20,錦小路,80,廿日、小一度,1830,9,20,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,21,錦小路,81,廿一日、小三度　夜に中一度,1830,9,21,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,22,錦小路,82,廿二日、小二度　,1830,9,22,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,23,錦小路,83,廿三日、小三度,1830,9,23,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,24,錦小路,84,廿四日、小一度,1830,9,24,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,25,錦小路,85,廿五日、夜に入大二度,1830,9,25,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,26,錦小路,86,廿六日、朝大二度小四度此頃に無之大ゆり也。,1830,9,26,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,27,錦小路,87,廿七日,1830,9,27,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,28,錦小路,88,廿八日、朝小五度　夜中二度,1830,9,28,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,9,29,錦小路,89,廿九日、朝大一度　小三度　七月二日より九月廿九日迄八十八日になる。地震数、当月廿九日迄に凡五百十七度,1830,9,29,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,1,錦小路,90,十月朔日、朝夜　小五度,1830,10,1,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,2,錦小路,91,二日、小五度,1830,10,2,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,3,錦小路,92,三日、小一度,1830,10,3,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,4,錦小路,93,四日、小二度,1830,10,4,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,5,錦小路,94,五日、夜中共中一度　小二度,1830,10,5,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,6,錦小路,95,六日、小二度,1830,10,6,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,7,錦小路,96,七日、休,1830,10,7,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,8,錦小路,97,八日、小一度,1830,10,8,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,9,錦小路,98,九日、夜一度,1830,10,9,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,10,錦小路,99,十日、小二度,1830,10,10,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,11,錦小路,100,十一日、小二度,1830,10,11,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,12,錦小路,101,十二日、小三度,1830,10,12,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,13,錦小路,102,十三日、小三度,1830,10,13,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,14,錦小路,103,十四日、小二度,1830,10,14,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,15,錦小路,104,十五日、小二度,1830,10,15,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,16,錦小路,105,十六日、中二度,1830,10,16,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,17,錦小路,106,十七日、中二度,1830,10,17,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,18,錦小路,107,十八日、小三度,1830,10,18,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,19,錦小路,108,十九日、小三度,1830,10,19,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,20,錦小路,109,廿日、大一度　小二度,1830,10,20,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,21,錦小路,110,廿日、大一度　小二度,1830,10,21,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,22,錦小路,111,廿一日、小一度,1830,10,22,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,23,錦小路,112,廿二日、小二度,1830,10,23,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,24,錦小路,113,廿三日、小一度,1830,10,24,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,25,錦小路,114,廿四日、小一度,1830,10,25,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,26,錦小路,115,廿五日、中一度　小二度,1830,10,26,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,27,錦小路,116,廿六日、中一度　小二度,1830,10,27,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,28,錦小路,117,廿七日、小一度　　廿八日、小二度,1830,10,28,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,29,錦小路,118,廿九日、中一度　小一度,1830,10,29,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,10,30,錦小路,119,晦日、中二度,1830,10,30,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,1,錦小路,120,十一月朔日、小一度,1830,11,1,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,2,錦小路,121,二日、小一度,1830,11,2,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,3,錦小路,122,三日、小一度,1830,11,3,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,4,錦小路,123,四日、大一度小一度,1830,11,4,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,5,錦小路,124,五日、小二度,1830,11,5,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,6,錦小路,125,六日、夜五ツ時に近頃に無之大一度、誠に驚中候。小三度,1830,11,6,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,7,錦小路,126,七日、小二度,1830,11,7,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,8,錦小路,127,八日、小二度,1830,11,8,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,9,錦小路,128,九日、小三度　,1830,11,9,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,10,錦小路,129,十日、小三度,1830,11,10,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,11,錦小路,130,十一日、中一度小一度,1830,11,11,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,12,錦小路,131,十二日、中一度,1830,11,12,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,13,錦小路,132,十三日、小二度,1830,11,13,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,14,錦小路,133,十四日、小二度,1830,11,14,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,15,錦小路,134,十五日、休,1830,11,15,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,16,錦小路,135,十六日、大一度 小二度,1830,11,16,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,17,錦小路,136,十七日、小二度,1830,11,17,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,18,錦小路,137,十八日、小二度,1830,11,18,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,19,錦小路,138,十九日、小三度,1830,11,19,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,20,錦小路,139,廿日、休,1830,11,20,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,21,錦小路,140,廿一日、中一度　小二度,1830,11,21,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,22,錦小路,141,廿二日、中一度　小三度,1830,11,22,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,23,錦小路,142,十三日、中一度　小三度,1830,11,23,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,24,錦小路,143,廿四日、小二度,1830,11,24,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,25,錦小路,144,廿五日、中一度,1830,11,25,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,26,錦小路,145,廿六日、中一度　小一度,1830,11,26,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,27,錦小路,146,廿七日、小二度,1830,11,27,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,28,錦小路,147,廿八日、中一度　小二度,1830,11,28,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,29,錦小路,148,廿九日、中一度　小三度,1830,11,29,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,11,30,錦小路,149,晦日、小二度,1830,11,30,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,1,錦小路,150,十二月朔日、小一度,1830,12,1,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,2,錦小路,151,二日、小二度,1830,12,2,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,3,錦小路,152,三日、小三度,1830,12,3,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,4,錦小路,153,四日、小四度,1830,12,4,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,5,錦小路,154,五日、中一度,1830,12,5,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,6,錦小路,155,六日、休,1830,12,6,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,7,錦小路,156,七日、休,1830,12,7,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,8,錦小路,157,八日、同,1830,12,8,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,9,錦小路,158,九日、同,1830,12,9,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,10,錦小路,159,十日、同,1830,12,10,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,11,錦小路,160,十一日、小一度,1830,12,11,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,12,錦小路,161,十二日、休,1830,12,12,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,13,錦小路,162,十三日、同,1830,12,13,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,14,錦小路,163,十四日、中一度,1830,12,14,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,15,錦小路,164,十五日、休,1830,12,15,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,16,錦小路,165,十六日、同,1830,12,16,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,17,錦小路,166,十七日、小二度,1830,12,17,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,18,錦小路,167,十八日、休,1830,12,18,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,19,錦小路,168,十九日、同,1830,12,19,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,20,錦小路,169,廿日、同,1830,12,20,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,21,錦小路,170,廿一日、同,1830,12,21,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,22,錦小路,171,廿二日、同,1830,12,22,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,23,錦小路,172,廿三日、中一度、節分也,1830,12,23,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,24,錦小路,173,廿四日、中一度　小一度,1830,12,24,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,25,錦小路,174,廿五日、休,1830,12,25,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,26,錦小路,175,廿六日、小一度,1830,12,26,×,体験,余震,錦小路,35.004998,135.76385,,
『甲子夜話』続編六十三,38,〔一四〕(林京屋敷余震記録),×,林子京家鋪家臣,武家,1830,12,27,錦小路,176,廿七日、中一度,1830,12,27,×,体験,余震,錦小路,35.004998,135.76385,,
